model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_lr0001,0.001,64,100,0.3,256,0.9837807606263982,0.896551724137931,0.7514450867052023,0.8176100628930817,0.9045615430063887,0.988255033557047,0.9517241379310345,0.7976878612716763,0.8679245283018868,0.9308893932115229
