epoch,train_loss,val_loss,train_acc,val_acc,val_macro_f1
1,0.5323790903646677,0.17675366598580564,0.9432326621923938,0.9516219239373602,0.4876056741653532
2,0.21086931629993377,0.1919173830454903,0.9513422818791947,0.9516219239373602,0.4876056741653532
3,0.19617380518909722,0.18991190866966332,0.9515287099179717,0.9516219239373602,0.4876056741653532
4,0.2042856741740945,0.18504561643515313,0.950876211782252,0.9516219239373602,0.4876056741653532
5,0.23246295865447747,0.19232187333649822,0.9501304996271439,0.9516219239373602,0.4876056741653532
6,0.19409942995047286,0.1924379021594567,0.9515287099179717,0.9516219239373602,0.4876056741653532
7,0.1934671189769038,0.19201947722051824,0.9515287099179717,0.9516219239373602,0.4876056741653532
8,0.19308600718865082,0.19173849453883512,0.9515287099179717,0.9516219239373602,0.4876056741653532
9,0.1946994614610005,0.19130363421780722,0.9515287099179717,0.9516219239373602,0.4876056741653532
10,0.19419435001466245,0.19051747449806758,0.9515287099179717,0.9516219239373602,0.4876056741653532
11,0.19135589427536442,0.1883973877743951,0.9515287099179717,0.9516219239373602,0.4876056741653532
