epoch,train_loss,val_loss,train_acc,val_acc,val_macro_f1
1,0.43978306739812806,0.26094616630247663,0.912938105891126,0.9516219239373602,0.4876056741653532
2,0.2006667713146834,0.15973602108923451,0.9515287099179717,0.9516219239373602,0.4876056741653532
3,0.14375983994631542,0.1278793854372842,0.9515287099179717,0.9516219239373602,0.4876056741653532
4,0.12104439460450694,0.11118920799344778,0.9520879940343028,0.9521812080536913,0.4991740207620958
5,0.10693601299343365,0.09981340592327927,0.9558165548098434,0.9608501118568232,0.6501164321716207
6,0.09440192521461063,0.0908698957479958,0.962434750186428,0.9675615212527964,0.7437528261465816
7,0.08443539774799276,0.08291038175645683,0.9683072334079046,0.9717561521252797,0.7898730951620476
8,0.07691373637810882,0.07626886376445847,0.9714765100671141,0.9748322147651006,0.8255526550859879
9,0.06964866327498817,0.0721152760421059,0.9751118568232662,0.977069351230425,0.8465534816836667
10,0.06289717165054753,0.0688036838712703,0.977069351230425,0.9767897091722595,0.8523113300727924
11,0.060373438181289076,0.06678781571931072,0.9782811334824758,0.9779082774049217,0.8585039901309809
12,0.0544243648071729,0.0652194557644959,0.979772557792692,0.9787472035794184,0.8652073252748168
13,0.05126249226131698,0.06404752699225875,0.9810775540641312,0.979586129753915,0.8717797965062736
14,0.04712147087723549,0.06306892538642776,0.9831282624906786,0.9804250559284117,0.878225335668418
15,0.045050199423539675,0.06212008880018922,0.9835943325876212,0.9809843400447428,0.8824537148934113
16,0.04148740922322586,0.06164855938238491,0.985365398956003,0.9818232662192393,0.8879940556473518
17,0.03937556675407991,0.06115654300499175,0.9856450410141685,0.9818232662192393,0.8879940556473518
18,0.03641975505299689,0.06210369176447524,0.9868568232662193,0.9818232662192393,0.8886960185985486
19,0.03459780680714175,0.06271965590920965,0.9885346756152126,0.9829418344519015,0.8948867291459763
20,0.032778323892714636,0.06199229266245051,0.988255033557047,0.9823825503355704,0.892120756487824
21,0.03096860392750906,0.062040624395844395,0.9890007457121551,0.9821029082774049,0.8920971985176943
22,0.030383833065224325,0.06340010464607206,0.9890939597315436,0.982662192393736,0.8941646188127603
23,0.02810938292532228,0.06299959098604242,0.9907718120805369,0.9821029082774049,0.8914282678163449
24,0.025839229064461375,0.06371476066747814,0.9910514541387024,0.982662192393736,0.8948211344470842
25,0.024912451797891186,0.06457511531438545,0.9914243102162565,0.9821029082774049,0.8907505742583333
26,0.02499239653185387,0.06499846808063532,0.9914243102162565,0.9821029082774049,0.8907505742583333
27,0.023788033282644824,0.06543873715314216,0.9919835943325876,0.9821029082774049,0.8907505742583333
28,0.022498300299741373,0.0655444475040505,0.991517524235645,0.9821029082774049,0.8907505742583333
29,0.022527680540363127,0.06581040248940033,0.9918903803131991,0.9823825503355704,0.8927922376113238
