model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_lr00001,0.0001,64,100,0.3,256,0.9823825503355704,0.9104477611940298,0.7052023121387283,0.7947882736156352,0.8927922376113238,0.9843400447427293,0.9398496240601504,0.7225433526011561,0.8169934640522876,0.9044067524760415
