model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_do05,0.001,64,100,0.5,256,0.9823825503355704,0.9104477611940298,0.7052023121387283,0.7947882736156352,0.8927922376113238,0.9865771812080537,0.9629629629629629,0.7514450867052023,0.8441558441558441,0.9185712008622586
