model,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_new,0.9835011185682326,0.8392857142857143,0.815028901734104,0.8269794721407624,0.9091585071759457,0.9848993288590604,0.8439306358381503,0.8439306358381503,0.8439306358381503,0.9179982300554255
