model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_lr01,0.1,64,100,0.3,256,0.9516219239373602,0.0,0.0,0.0,0.4876056741653532,0.9516219239373602,0.0,0.0,0.0,0.4876056741653532
