epoch,train_loss,val_loss,train_acc,val_acc,val_macro_f1
1,0.1767874788049431,0.09277220469500337,0.9451901565995525,0.9656040268456376,0.7177883643713007
2,0.0876962982556073,0.07164817208623779,0.9670022371364653,0.9776286353467561,0.8562397612036301
3,0.06816172939614348,0.06516035443304904,0.9757643549589858,0.9798657718120806,0.8731275032325208
4,0.06153946901100599,0.061635643227158914,0.9782811334824758,0.9793064876957495,0.8696032672112018
5,0.05619934829606098,0.059167955619549115,0.9810775540641312,0.9823825503355704,0.8907509682850577
6,0.043430527105339845,0.059572885474023805,0.9834079045488442,0.9821029082774049,0.8907505742583333
7,0.03770876960923141,0.0638634900699669,0.9866703952274422,0.9818232662192393,0.8893888165831119
8,0.036795481458067936,0.064151347182425,0.9872296793437733,0.9807046979865772,0.8818465428199976
9,0.030010038218322387,0.06435597299007766,0.9895600298284862,0.9809843400447428,0.8867475311252405
10,0.02653261737751087,0.06618855794451,0.9900260999254288,0.9829418344519015,0.8980961942103338
11,0.024150946008809286,0.06658908904085235,0.9917971662938105,0.982662192393736,0.8967403960259547
12,0.023093942895121428,0.06900994114195262,0.9923564504101416,0.9821029082774049,0.8907505742583333
13,0.019344649303959505,0.07243713218797763,0.9939410887397464,0.9821029082774049,0.8920971985176943
14,0.018079880986728573,0.07336145636093404,0.9935682326621924,0.9829418344519015,0.8980961942103338
15,0.015003506033503115,0.07590368869464978,0.9947800149142431,0.9829418344519015,0.8968373889269595
16,0.01206963102426276,0.07726636222702966,0.9962714392244594,0.9835011185682326,0.9014373025968802
17,0.011746593286218177,0.07897366032115574,0.9957121551081283,0.9835011185682326,0.9014373025968802
18,0.009871862855843141,0.0844676365435849,0.9973900074571216,0.9832214765100671,0.8994601889338731
19,0.01139074584261293,0.08731138826858244,0.9969239373601789,0.9832214765100671,0.8988411236103384
20,0.008042611261760698,0.09126125829321349,0.9975764354958986,0.9823825503355704,0.8941092363943333
21,0.008201323799204104,0.09379732659570957,0.9976696495152871,0.9829418344519015,0.8968373889269595
22,0.007950841846585328,0.09457857934454036,0.9980425055928411,0.9829418344519015,0.8974708479373703
23,0.008649788743847845,0.0968563462167497,0.9970171513795675,0.9829418344519015,0.8968373889269595
24,0.006875732573982012,0.09912202910767778,0.9980425055928411,0.9829418344519015,0.8968373889269595
25,0.006428653667994479,0.10007618241031326,0.9982289336316182,0.982662192393736,0.8948211344470842
26,0.005830813761490174,0.10104916208008165,0.9983221476510067,0.9823825503355704,0.8927922376113238
