model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_do01,0.001,64,100,0.1,256,0.9840604026845637,0.8766233766233766,0.7803468208092486,0.8256880733944953,0.9086682125214235,0.9862975391498882,0.9025974025974026,0.8034682080924855,0.8501529051987767,0.9214867090096448
