model,lr,batch_size,epochs,dropout,svd_components,val_accuracy,val_precision,val_recall,val_f1,val_macro_f1,test_accuracy,test_precision,test_recall,test_f1,test_macro_f1
mlp_ce_lr001,0.01,64,100,0.3,256,0.9843400447427293,0.920863309352518,0.7398843930635838,0.8205128205128205,0.9061628430049482,0.9868568232662193,0.9565217391304348,0.7630057803468208,0.8488745980707395,0.9210021287386295
